0	0	12300	48382	58061	36178	53653	88321	64893	40200	29492	90029	63120	56548	91109	97255	5711	47572	24568	67657	31235	99395	93785	37817	30666	9615	75875	3794	86150	63182	94775	38890	75611	10754	80811	24451	67400	23527	69950	52312	50514	87058	3775	84087	88268	42314	27429	89629	14325	64448	48838	16553	92298	88206	96403	21399	1664	1737	81665	51784	669	76709	14710	43688	8908	36728	89699	22917	12016	29414	26250	95974	74621	35600	23603	95522	77253	90117	22348	40641	45479	68257	86194	94397	38252	54905	91489	65914	62739	63737	46762	11794	48726	79494	62405	77422	94607	5937	41655	23237	35871	80207	6733	
0	1	13292	41638	52090	42897	78445	64553	32330	80593	95622	71229	74975	31117	19794	46860	85649	9846	75644	70603	74867	20706	8164	59354	52945	29008	56910	89615	80478	88647	34691	11330	82736	8821	62912	79916	23	11631	2034	18805	67063	47574	21581	69330	56094	72546	69093	16935	77969	37035	12133	28013	90796	8466	56550	45706	31060	70260	21218	76789	23715	76535	37777	81691	42316	99980	91530	22204	7252	25671	72857	8211	96577	56007	97599	24481	68955	9939	66762	12404	38256	30278	68784	91596	99358	97254	19717	40110	19732	91395	18423	74090	83208	75847	62381	24197	58803	60102	21156	73166	76803	14647	
0	2	80583	91082	35830	82143	75234	19532	4942	92534	32430	86464	38384	49931	23587	54402	29099	58654	10844	93656	46397	64352	53652	95919	37048	29509	3840	31053	56308	55380	34143	66287	70775	50552	44855	48174	2059	71020	98373	55343	77220	8924	25196	18925	40981	18769	53471	85932	58090	11878	73473	22482	29399	3875	89568	35839	36675	80058	84784	94321	22337	49060	83064	2674	40493	67661	58331	58131	23049	52507	72815	22427	35696	43696	80425	47271	14108	83881	52672	8850	25139	20544	69568	401	48580	44698	89784	8559	83820	32492	45156	87461	73251	4653	55428	28581	87178	37518	42675	33827	9820	76796	
0	3	26920	64074	21973	77474	61346	89925	50258	60789	45198	1832	59072	79133	27024	67480	14853	25342	31494	56068	87061	45276	25075	31136	91619	50244	38086	86505	19130	49633	95270	13733	95574	63923	83975	75013	27415	53433	4057	57666	99963	87527	45518	25858	67698	86790	36952	45811	39963	79187	20857	33734	68275	78598	72377	33236	46551	1140	14677	65035	7732	48178	56852	17881	87477	46700	96087	13947	68338	90460	22464	30788	64187	62365	94505	89849	42837	37086	79783	67990	35491	71829	10464	21250	50358	3965	50412	93958	88724	90594	77251	17491	95314	96797	41863	31717	12305	14981	30770	9587	69260	95040	
0	4	16016	16712	55851	98986	2859	50154	61365	19044	12393	68863	6236	61232	84443	3525	56332	22831	39688	16749	20075	11064	58039	50924	22085	62685	1128	34191	74440	21381	81401	70011	86099	61193	8125	79987	56036	64634	53940	71904	3077	61359	39044	5025	89753	51737	72691	74200	51978	39340	3453	64832	53920	24186	21662	76442	11257	38035	10995	56334	12080	14992	53730	410	57086	7827	59390	29549	81935	59981	10688	72525	1751	33406	46841	46659	26497	83071	33226	56814	28476	50969	45470	6753	47638	32864	16926	60886	43860	41807	56855	74775	20121	64960	14507	13496	93862	80782	4863	73705	97353	94925	
0	5	98798	46370	81740	47324	22163	93163	35877	35095	4376	19198	2112	34567	4416	29749	86338	13879	59093	31131	42789	98960	78033	34812	13864	4076	4692	11823	67564	32502	31530	95673	5211	36783	71695	82777	27575	79545	5465	83415	5875	14895	39616	61426	67228	79934	43831	51780	18368	57664	64003	65405	7429	30912	57323	37526	51703	27510	75764	81932	55085	68638	15351	85674	96606	53891	14584	33205	77613	8725	41292	63186	97007	21972	90838	48199	24330	94463	50372	51257	6998	45655	46210	56779	76875	80403	20583	71071	30653	60888	93164	66727	16186	19526	43189	7967	9508	58072	54153	54606	97262	12376	
0	6	32155	58371	89825	87490	36699	20460	20522	26842	4548	38319	87942	40541	84804	64383	76271	65161	19530	60341	28381	88836	85659	39383	44004	93254	22479	23239	9998	27085	6115	17144	44848	19237	62963	22312	82024	68853	7402	46111	42073	53339	22997	73481	88732	59054	78225	69157	71219	20360	6551	59447	56261	79572	19124	33524	49022	87997	91766	93430	2643	58892	24513	7352	73211	36212	64047	13391	45127	3192	89294	14041	80925	38653	60715	25293	52253	33635	69483	13273	36672	50131	70889	34438	89470	23732	470	82750	75107	75723	30951	713	34627	41727	1809	38354	98403	41462	4248	7185	71621	81133	
0	7	46221	18714	12734	77926	61407	60393	33243	41034	79328	76452	23605	47147	10946	16338	37706	23221	61678	70812	79113	72843	96619	59615	66400	79888	23084	46960	35976	87419	55188	65277	66207	56302	74282	21344	70472	95372	6855	73266	91368	88712	37930	93860	85009	50084	93332	67470	77654	61705	30915	33217	59780	77137	90342	66491	13218	43514	27978	87825	63087	37387	68848	13877	34835	32226	76541	10054	31391	8514	69745	78792	69099	62249	82687	58270	62380	32407	94485	12919	70881	75345	37165	89618	40924	29831	70807	58117	30388	5434	9047	46857	64735	7596	50497	46934	57358	5183	88033	76781	63305	51238	
0	8	16826	76340	79457	64624	89867	96640	73100	68235	7906	73404	43626	79423	86925	17471	711	32604	21031	27767	69405	84368	89387	82487	53182	55055	46927	51706	37106	59862	9898	55014	27842	25991	87751	63931	98133	64104	78824	83519	64947	51146	63235	87421	90678	3221	30876	74632	75154	36420	16505	15063	54625	82007	43441	27928	58943	82161	80119	71956	58934	97188	64228	30428	9376	71481	18845	49552	52044	92078	56758	75185	81460	22764	327	89959	80762	28958	30067	6723	46017	48293	71284	36305	4815	26896	89176	36569	61194	67317	69767	79152	57230	51846	60064	78976	86997	8775	58109	34296	65667	1750	
0	9	34007	3718	35748	51310	48333	98045	62656	31194	22849	20694	65153	96213	15668	27490	68980	57016	45902	67052	95759	91003	40649	52220	47325	80711	69604	30598	10015	63527	82006	7354	40422	3963	77026	50160	77439	92141	50560	44953	37168	27102	14697	61817	87908	11083	8157	44229	27402	87071	56475	50776	87426	70172	66535	84730	23175	46527	57403	94985	386	34768	63408	77775	48458	83756	49464	15211	56209	85005	50681	98450	60610	30470	21129	90794	19150	36655	2845	99528	19565	29149	74747	91952	58783	49172	74453	27481	88524	49994	51245	79135	84632	40703	39331	37471	57115	40311	44965	93240	67588	61671	
1	0	54673	50913	26534	96323	87709	70868	8845	59462	7831	29300	77695	75604	86716	30305	75240	56904	82609	11125	60180	67598	12557	22488	21154	96898	77201	75782	15920	53468	91032	28279	56757	34178	79952	12405	20476	7090	26765	38171	32524	8533	69340	1862	24497	55918	75515	5054	35880	61052	87022	9591	87010	37590	14142	90717	69317	92996	95556	14699	94311	65346	85901	57800	60869	78100	95292	74552	82534	8196	49855	47152	19280	82200	63150	53691	94133	1398	3400	98432	52320	63262	29503	54157	51347	4053	92787	67374	61335	31419	64649	35461	33456	9085	60902	21584	72268	30502	14914	49995	74127	19937	5344	
