0	0	12300	48382	58061	36178	53653	88321	64893	40200	29492	90029	63120	56548	91109	97255	5711	47572	24568	67657	31235	99395	93785	37817	30666	9615	75875	3794	86150	63182	94775	38890	75611	10754	80811	24451	67400	23527	69950	52312	50514	87058	3775	84087	88268	42314	27429	55085	68638	17881	34835	83756	22917	77613	3192	95974	74621	35600	327	89959	83071	30067	45479	71829	94397	38252	80403	470	27481	32492	56855	46857	79494	41863	38354	98403	30770	9587	65667	
0	1	13292	18714	12734	77926	61407	68235	7906	73404	43626	79423	86925	17471	711	32604	34812	53182	55055	46927	10015	63527	82006	27842	56302	74282	21344	70472	95372	6855	77220	8924	25196	73481	88732	59054	78225	69157	20857	50776	59780	70172	43441	27928	1737	84784	94321	22337	14710	410	36728	89699	22204	7252	92078	8211	1751	33406	95522	14108	33635	69483	25139	50969	45470	99358	23732	70807	62739	41807	30951	79152	75847	14507	46934	5937	4863	7185	67588	
0	2	80583	91082	35830	60393	33243	41034	79328	76452	15668	27490	21031	27767	98960	8164	59354	52945	80711	30598	27085	55188	7354	40422	3963	87751	63931	98133	64104	78824	83519	64947	22997	87421	18769	30876	74632	75154	36420	68275	54625	82007	66535	84730	23175	46527	57403	63087	37777	81691	42316	96087	13947	68338	85005	50681	97007	30470	21129	42837	36655	2845	35491	45655	46210	56779	76875	89176	19732	60888	93164	79135	4653	43189	37471	37518	42675	76781	80207	
0	3	26920	64074	21973	77474	61346	89925	50258	60789	45198	1832	59072	79133	27024	67480	14853	25342	31494	56068	87061	45276	25075	31136	91619	50244	38086	86505	19130	49633	95270	13733	63235	61817	51737	8157	44229	39340	3453	64832	87426	96403	21399	1664	70260	10995	56334	76709	53730	30428	9376	71481	29549	52044	26250	22427	35696	43696	47271	24330	94463	12404	38256	50131	70889	48580	29831	74453	83820	75723	9047	48726	96797	1809	94607	14981	54153	34296	14647	
0	4	16016	16712	55851	98986	2859	50154	61365	19044	12393	68863	6236	61232	84443	3525	56332	22831	39688	16749	20075	11064	58039	50924	22085	62685	1128	34191	74440	21381	81401	70011	86099	40981	3221	89629	39963	79187	16505	15063	3875	89568	45706	31060	1140	14677	87825	49060	83064	2674	99980	91530	33205	56209	72857	30788	80925	23603	89849	62380	32407	8850	28476	75345	91596	47638	32864	16926	60886	43860	69767	83208	64960	50497	58803	60102	4248	93240	76796	
0	5	98798	81740	47324	22163	93163	35877	87942	40541	64383	59093	70603	74867	20706	53652	95919	47325	56910	89615	59862	9898	95574	63923	25991	77026	50160	77439	98373	71904	3077	53339	14697	67698	86790	85932	58090	11878	56475	53920	78598	56550	35839	36675	80058	75764	81932	48178	56852	8908	46700	59390	13391	45127	72815	14041	69099	80425	46659	26497	66762	67990	6998	48293	71284	89470	26896	65914	88724	90594	11794	73251	19526	39331	87178	80782	88033	35871	95040	
0	6	32155	82143	75234	19532	4942	92534	32430	86464	38384	49931	23587	54402	29099	58654	10844	93656	46397	64352	34691	11330	82736	8821	62912	79916	23	11631	2034	18805	67063	47574	21581	69330	56094	72546	69093	16935	77969	37035	12133	28013	90796	8466	27510	27978	71956	58934	15351	85674	96606	53891	10054	31391	8514	75185	81460	22764	25293	52253	52672	56814	36672	29149	401	40924	49172	40110	30653	5434	74090	95314	7596	77422	12305	58072	58109	76803	94925	
0	7	46221	51310	48333	98045	62656	31194	23605	47147	10946	16338	37706	23221	61678	70812	79113	72843	96619	59615	66400	79888	23084	46960	35976	87419	82024	68853	7402	46111	42073	51146	18925	89753	11083	45811	51978	20360	6551	59447	56261	79572	19124	46551	43514	80119	94985	386	34768	40493	67661	58331	58131	25671	22464	98450	60610	94505	58270	80762	28958	51257	70881	86194	21250	50358	3965	8559	30388	67317	87461	20121	51846	60064	78976	41462	44965	9820	12376	
0	8	16826	76340	79457	64624	89867	22849	20694	65153	96213	19530	60341	28381	88836	85659	39383	44004	69604	80478	88647	17144	5211	36783	71695	82777	27575	79545	4057	57666	99963	87527	45518	85009	50084	93332	71219	73473	16553	92298	88206	72377	33236	11257	38035	51784	669	37387	68848	13877	7827	14584	49552	52507	10688	72525	56007	97599	24481	19150	33226	13273	46017	68784	6753	4815	19717	93958	61194	46762	17491	16186	40703	24197	93862	5183	23237	69260	81133	
0	9	34007	3718	35748	96640	73100	19198	2112	4416	29749	86338	13879	69405	84368	78033	82487	29008	51706	37106	6115	65277	44848	61193	83975	75013	27415	53433	5465	83415	5875	14895	39616	61426	67228	79934	43831	51780	18368	57664	64003	65405	33524	49022	87997	91766	12080	14992	64228	87477	36212	64047	15211	90460	41292	63186	62365	46841	90794	9939	50372	12919	19565	69568	34438	58783	89784	71071	88524	49994	51245	34627	41727	28581	9508	8775	73166	97353	51238	
0	10	41638	52090	42897	35095	4376	38319	34567	84804	76271	65161	31131	42789	91003	89387	52220	93254	22479	23239	9998	55014	66207	19237	62963	22312	64634	53940	50560	44953	37168	27102	25858	90678	53471	74200	27402	87071	22482	29399	24186	21662	76442	13218	82161	65035	7732	97188	63408	77775	48458	76541	12016	29414	89294	96577	21972	90838	48199	83881	94485	6723	68257	10464	89618	54905	91489	82750	75107	18423	74775	64735	62405	31717	57358	40311	33827	97262	1750	
0	11	46370	78445	64553	32330	80593	95622	71229	74975	31117	19794	46860	85649	9846	75644	37048	29509	3840	31053	56308	55380	34143	66287	70775	50552	44855	48174	2059	71020	91368	88712	37930	93860	36952	67470	77654	61705	30915	33217	77137	90342	66491	58943	81665	93430	2643	58892	24513	7352	73211	18845	23049	8725	69745	78792	38653	60715	77253	90117	22348	40641	30278	37165	36305	97254	50412	58117	63737	45156	66727	57230	62381	13496	86997	41655	73705	71621	61671	
0	12	58371	89825	87490	36699	20460	20522	26842	4548	68980	57016	45902	67052	95759	40649	13864	4076	4692	11823	67564	32502	31530	95673	8125	79987	56036	92141	55343	73266	61359	39044	5025	87908	72691	14325	64448	48838	33734	7429	30912	57323	37526	51703	21218	76789	23715	76535	43688	57086	32226	49464	81935	59981	56758	64187	62249	82687	68955	37086	79783	99528	20544	74747	91952	44698	20583	36569	91395	77251	713	84632	55428	7967	57115	21156	54606	63305	6733	
1	0	54673	50913	26534	37061	25936	28454	75142	81509	64435	36707	77440	70537	12669	83077	40035	17762	90049	40016	33688	63295	25193	22512	88955	61419	44485	77164	44302	93085	77207	18358	91019	95599	97840	89247	52855	80990	48675	21045	89129	11328	68759	17249	10931	66971	90835	54263	35781	94934	89815	83112	8356	65917	64618	74983	62367	27597	46618	57470	80890	62132	61672	43869	47758	82677	46756	32368	67749	39561	35459	9111	9085	22437	40990	30880	18304	25550	63771	
1	1	42311	93264	37882	96721	79265	59740	15114	66568	78987	63839	22104	75816	69800	45059	5809	41850	82587	62346	75782	15920	63083	20648	43045	57791	22052	88748	57779	5731	88723	79483	39983	78357	56959	22177	65039	99858	20679	13956	17450	20760	43330	94804	17750	96384	59459	98995	53857	15578	98343	37238	71340	4330	23312	47152	99552	73952	74150	60210	6259	61529	33471	90530	88781	71757	2336	45874	23150	67102	46993	64517	76093	70842	89773	30502	87279	75418	62701	
1	2	34272	72952	31764	76683	15375	49859	61693	17530	48195	2026	14694	16557	27058	80186	54545	13917	56949	82774	52271	19345	27044	60247	15214	87509	90613	54346	11737	13246	92510	68131	72838	31396	73315	30513	90434	31028	89038	97225	86300	99772	66909	1620	22168	10069	86803	5926	57800	60869	78100	3857	39711	85849	83079	98230	79798	30081	73512	66483	69268	24721	41930	48317	81007	7153	77988	17049	61335	73477	98703	97149	64522	74407	37438	16543	18328	78000	19937	
1	3	51657	10788	37094	28899	51400	42094	38700	56327	87907	16177	46533	97551	54036	26687	45346	42520	37149	59453	71775	35309	23193	96273	96305	55769	49190	40526	67911	43420	89297	18643	30765	81810	85040	28301	56677	62239	9147	87010	37590	14142	90717	69317	40646	75554	99929	26594	71955	35268	74742	74459	20369	95829	97553	284	59544	66476	23834	66247	81219	17998	59609	77276	9850	7708	49290	51491	56303	92694	23817	33456	9726	35116	16716	60014	95703	3381	52569	
1	4	19136	4141	86013	98613	86793	91832	61688	53217	33492	61307	85725	27599	93909	46565	53693	98244	60535	64110	9276	9233	47786	79879	23851	71106	75152	66461	38666	21951	8533	69340	1862	24497	75515	5054	35880	61052	87022	9591	94657	15759	92704	62368	40345	82862	37038	38122	3010	93232	55783	92086	48274	63454	495	72207	18804	89565	73575	88948	34730	90199	9324	92454	54157	51347	4053	98085	57504	73563	32973	43862	38490	24830	24095	15339	7183	84892	66511	
1	5	2464	1903	35764	35086	7831	29300	2972	6929	23535	9968	2510	13706	57178	51871	39419	57654	20903	19310	65962	41210	42305	84102	33578	17845	78163	47494	43032	41889	56022	34141	97113	67845	49593	11993	52440	21549	86893	32438	49431	27071	60097	18525	28635	11048	39430	1534	15685	96746	96118	44253	11389	44462	7577	76582	35979	63150	28611	10610	3400	98432	28572	29503	31063	17690	18376	39022	88604	28759	85091	78535	81976	75815	92730	33509	3216	74127	8895	
1	6	54712	26429	62272	45730	89652	32266	93310	19562	17111	25541	47390	45846	86903	83042	56682	53938	74280	31166	72129	71716	44213	81522	49659	74284	32246	71120	6972	45123	7126	70712	49590	1316	6425	9812	19435	81884	18007	86981	64816	39906	19894	49360	13674	27342	8667	78323	89729	5007	95745	20263	17395	37656	22453	6442	82200	93077	13637	7236	62923	28023	50958	70737	5133	51125	95016	69130	71666	87415	35461	62621	27959	6202	20762	30884	61207	42577	17771	
1	7	21089	47482	85260	19012	43584	19263	97050	64583	19469	60327	2888	22618	21006	51445	29972	21301	93915	95296	43139	12682	91032	28279	28280	49409	69126	7090	26765	38171	32524	5735	57359	17822	51223	88320	66960	40945	69080	22494	44362	25701	2397	50190	57550	66036	88069	41645	86362	99875	1729	98380	50509	60312	96891	23874	28081	40834	66514	49559	5241	58388	21194	30174	65294	67756	77462	93185	76540	65104	926	14489	91862	21584	72268	87543	94338	91885	94535	
1	8	64099	26012	77348	73632	86047	26824	5577	86534	89747	38068	64706	11815	60924	39046	66765	68496	57880	66582	16238	10551	122	83075	96547	85144	77616	91141	51569	34784	53962	40827	87748	77668	5531	30130	60961	51343	22148	78724	8511	67041	92996	11999	97352	72748	65346	85901	82053	8403	77196	51385	38697	16769	3975	46896	10519	8812	94133	1398	50995	70428	42471	16661	70180	93492	92787	67374	23357	38552	68440	79024	25197	18644	14988	66620	49995	97984	90169	
1	9	78897	41192	58893	90842	66671	54003	45390	24662	46394	15242	39202	67085	37157	12557	22488	21154	96898	77201	68925	53468	85836	84139	35478	62481	30196	43540	88151	79801	94000	48115	32735	31393	26302	35745	67606	72793	86446	93134	26031	74544	10628	72899	32881	48703	29528	8843	47157	87849	9178	1364	66749	77853	99384	30977	7299	67232	5814	31953	11775	31874	46411	58035	47850	56251	39399	83233	74121	68135	20076	13487	29808	62217	86576	29740	41268	90821	93248	
1	10	69516	11270	12385	68267	60792	55035	58981	37788	75914	33165	19584	45685	86812	86498	59917	67345	60992	92869	44195	29846	41100	56757	34178	79952	12405	20476	9824	34715	44468	8925	29403	55918	27783	13822	29344	56328	38883	93873	65733	84412	30059	15411	79195	74437	51145	36546	85888	86970	95292	74552	82534	8196	49855	19280	82784	69783	5310	92763	42666	89396	63262	20053	13276	17128	43954	68177	85902	94508	85388	36174	60902	70154	80266	42839	3949	56201	73865	
1	11	73746	96323	87709	70868	8845	59462	77695	75604	86716	30305	75240	56904	82609	11125	60180	67598	95854	5149	79425	65368	84450	4728	37031	13193	50843	4870	12656	47407	38706	51338	8554	18447	77171	99890	80955	14273	33981	89223	21526	41764	48662	95556	14699	94311	16540	81943	15093	66113	84047	13121	17658	80559	73437	28781	97118	69189	34248	17081	58894	72333	78337	49417	41288	42722	10542	71559	76509	44769	10926	82033	88874	7938	95938	14914	24380	99490	95612	
1	12	69314	21931	18356	5463	80000	7817	92835	98779	7700	92131	54636	47200	82393	68538	28835	40240	68420	55623	16093	39704	90915	99022	31731	72253	6154	17345	87265	9305	84115	5455	82069	99515	84910	15355	28485	83877	39551	38811	10005	32068	29774	27368	58784	93970	39171	84895	49778	65586	44900	65942	68042	73852	86209	25092	82428	53691	67331	56798	46082	52320	82559	74761	21038	35694	20736	4371	31419	64649	27489	57071	93219	66336	63941	42655	66234	66590	5344	
2	0	48299	15224	91494	18268	94199	68331	78438	77830	53052	15583	9914	57477	31608	97779	33503	96308	6813	58257	92514	82049	18698	6601	80976	25428	92675	95109	11863	64297	5252	51084	48407	26393	90836	21696	49902	33906	46363	47581	7954	70411	44352	87094	55017	13914	33743	17206	86566	29359	71446	76570	60948	9249	17617	82553	6157	69170	75242	81208	67705	71238	81609	82271	49019	67501	83665	90944	13698	7019	9114	56501	13443	41794	80064	8957	19275	11437	69230	
2	1	34660	31930	17534	44202	43172	92936	89007	63903	99057	48653	59652	69472	75947	47976	98162	17422	25286	4702	25705	49124	22461	69592	39091	41609	63818	63353	67019	91913	26992	57395	72143	13329	14045	66438	82417	64057	55156	18623	38347	93080	22636	92167	14009	22566	63704	43671	80751	29206	5290	23567	6554	1555	79694	8315	3940	63097	89685	82667	16797	41608	21161	19743	50505	15422	99884	90473	78243	80773	3127	59155	83926	66742	38722	7645	80980	6453	5351	
2	2	42693	24951	30380	1506	55163	69490	63368	35690	90015	52248	57259	5859	50557	36702	614	63790	15383	78422	63882	61224	97159	84623	78875	75066	8223	92229	59045	98563	37553	27300	55022	57725	29198	66729	6235	89977	69601	98327	92276	411	8555	25128	31488	10842	28487	42668	30209	90104	40072	58799	87498	75508	46959	13929	84961	81166	21136	8715	70866	13081	83389	39491	92145	25547	67390	54773	99142	15231	5021	95595	15217	62344	15296	88791	37129	75881	36172	
2	3	69063	9732	21466	85588	88573	78928	48380	37538	52255	9286	71277	99898	49834	73129	17785	15032	24085	26898	4750	60017	50484	37042	99819	25190	10196	47399	20674	32802	248	35563	17578	46296	22434	8744	77521	5521	97279	22008	9207	68483	29610	15845	5448	39272	46008	16272	91650	96990	95450	40272	72227	71725	81578	39440	29103	29845	65079	17148	38963	59414	6645	25407	51157	17292	10308	56469	59198	25010	71193	86333	4322	18607	43720	69235	29232	43768	952	
2	4	37587	33208	81498	62397	84295	84176	42145	24945	76345	50385	75572	21155	59701	26885	75059	39066	1177	58729	79049	69375	6011	94124	33138	88735	47003	18967	42661	79932	32253	39470	46170	53130	98057	11577	83904	34859	96713	7322	15240	56887	57090	27285	4758	26161	38780	35859	45202	44994	34769	46	41503	93933	58998	5313	50532	91391	58228	70015	55926	98449	42361	76059	89603	3847	43202	34259	57935	49237	15036	51023	79305	55612	66860	31725	66890	76098	84860	
2	5	80206	9062	32004	933	82284	36236	79695	17044	70494	82723	67482	17253	11879	46722	3719	72271	16793	18400	91609	92285	77288	43812	94407	78629	82219	95142	84584	21679	65622	30497	35055	40416	28676	72528	48844	43614	56368	34512	18572	99977	20014	52557	73765	49127	340	2730	61600	95247	87508	20691	20379	37403	86244	59393	10728	32571	42552	45211	292	44556	16649	86772	54776	1096	37926	60217	58785	70486	13672	61778	47654	68908	73371	48194	10479	96784	64927	
2	6	94462	43193	68666	69251	73666	13656	70594	98561	65568	43207	76034	35629	42037	2545	65449	39885	7720	48416	89509	40719	65050	97684	23392	7158	70825	64672	3363	90922	80301	11493	94904	93961	95576	31634	88887	56056	12550	87985	59	15541	50601	41496	42523	96690	43816	20351	4848	5780	42099	7960	6513	80431	51181	61499	48523	77515	92037	26300	25375	63946	8071	76051	61251	33245	62361	1518	63350	64271	40180	9181	8882	44052	87523	65757	49096	7108	93420	
2	7	53523	21323	33796	25212	18944	94319	82681	43274	34530	9608	30280	66647	37522	13758	73667	77342	37790	56853	16839	69957	50174	86377	21050	21184	38103	9928	32991	8644	59959	92570	79387	59777	2334	55484	30195	49001	166	41155	70595	75475	78785	8654	83199	20054	61145	24592	4765	33678	76726	66470	1166	24162	11866	33307	74117	86873	11383	18262	40506	83399	85447	31871	16416	53914	97319	74084	17797	50471	37624	93922	33343	67847	67947	21017	66427	91223	97678	
2	8	63415	9052	42333	19647	49708	11633	61140	6381	16142	96968	95896	25721	44034	88675	92005	15538	35873	85118	88620	99507	94703	57833	22164	51839	71624	24346	9896	11637	44536	35243	56014	23617	53784	47460	29146	96089	16997	73829	48719	42418	3189	46790	3817	86303	83856	24424	97470	93098	97490	35145	33338	70220	89491	44559	25865	26550	63110	52216	6403	31491	28277	67949	62604	89412	95441	96646	33140	71485	9298	92213	15659	46477	84031	43871	67268	21067	52956	
2	9	91614	8623	52077	54715	67658	23974	80261	61796	5418	39786	48434	19228	57909	95786	52229	12142	13264	31852	92028	27519	43453	59099	41402	32623	24236	58333	81564	56784	68361	54686	42292	25507	14380	17654	47687	56217	75110	27940	34460	3121	59773	84138	29353	5406	72125	56190	83133	65602	50751	84238	48772	95735	10643	2565	35352	3228	34919	39555	50265	18930	87809	69319	73863	63794	21078	50853	91734	20112	23427	2007	51855	79497	13194	78353	55024	25218	59359	
2	10	57581	33002	86832	16281	60561	3974	3620	47322	64712	59782	75412	98813	66703	35418	51299	27997	29307	93390	69796	55659	55455	62919	73849	26552	51749	97809	35464	57440	35870	97750	19051	23433	55611	59610	32210	62328	19940	44129	30187	34635	35215	32174	53959	64884	44775	97639	30526	56206	92162	73265	88947	62825	79606	97120	85189	75924	24370	80120	23711	55603	86863	84467	2117	10988	24008	66895	63854	9408	98569	1429	19458	70788	66579	11850	69691	18330	18619	
2	11	65686	43061	45513	40123	96071	90834	79928	50722	4740	43786	29582	32522	63411	83130	79759	13989	63738	8422	41489	37399	60698	22017	94936	62773	90479	46714	84453	14359	68975	3307	58867	59422	93064	22641	7067	16017	67622	11084	17969	24904	8890	61761	11893	95221	62631	1864	11847	48969	49973	75209	41149	59273	46214	87582	1458	27747	36568	64004	21635	52233	79590	12183	36358	62078	69228	61059	81543	5908	66826	72408	98325	5089	40196	35689	70994	31401	38561	
